Warehouse ID,Product Name,SKU,Expiry Date,Bin ID,Inventory Movement Type,Normal Quantity,Damaged Quantity,Expired Quantity,Missing Quantity
32154,"Parachute Coconut Oil,100 ml Flip top",GRSGRSPAR00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Coconut Oil,100 ml Flip top",OGCSNGPAR00000007,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Coconut Oil,100 ml Easy Jar",GRSGRSPAR00000004,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Coconut Oil, 200 ml Easy Jar",PCRPCRPAR00000006,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Coconut Oil Jar, 200 ml",GRSGRSPAR00000016,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Coconut Oil,200 ml Easy Jar",GRSGRSPAR00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Coconut Oil, 200 ml Easy Jar",HROHARPAR00000006,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Advansed Coconut Hair Oil, 175 ml",PCRPCRPAR00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Advansed Coconut Hair Oil, 75 ml",PCRPCRPAR00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Advansed Jasmine Coconut Hair Oil, 200 ml",PCRPCRPAR00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Advansed Jasmine Coconut Hair Oil, 300 ml",PCRPCRPAR00000004,31/03/21,V2VZ01SR001-0001,In,73,4,0,0
32154,"Parachute Advansed Jasmine Coconut Hair Oil, 300 ml",HROHARPAR00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Advansed Jasmine Hair Oil,90 ml",PCRPCRPAR00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Advansed Jasmine Hair Oil,90 ml",HPCHPCPAR00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Advansed Jasmine Hair Oil,90 ml",HPCHPCPAR00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Parachute Advansed Jasmine Hair Oil,90 ml",HROHARPAR00000007,31/03/21,V2VZ01SR001-0001,In,23,0,0,0
32154,"Parachute Coconut Oil, 50ml Flip Top",GRSGRSPAR00000008,31/03/21,V2VZ01SR001-0001,In,68,0,0,0
32154,"Revive Anti Bacterial Instant Starch, 200 gm",HOKHOKREV00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,Revive Anti Becterial Instant Starch 400 gm- JAR,HOKHOKREV00000006,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Revive Anti Bacterial Instant Starch,50 gm",HOKHOKREV00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Revive Liquid, 100 gm",HOKHOKREV00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Revive Liquid, 95 gm",LSRLQCREV00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Revive Liquid, 200 gm",HOKHOKREV00000004,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
