Parent Name ,Brand,Category,HSN,GST,Cess,Surcharge,Brand Case Size,Inner Case Size
Morton Golgappa Pani Masala 500 Ml,MORTON,beverage_and_confectionary,2008,12%,0%,0,24,1
Morton Golgappa Pani Masala 200 Ml,MORTON,beverage_and_confectionary,2008,12%,0%,0,36,1
Morton Choco Flakes  Pouch 30 Gm,MORTON,staple_and_grocery,1904,18%,0%,0,260,1
Morton Choco Flakes  Pouch 250 Gm,MORTON,staple_and_grocery,1904,18%,0%,0,48,1
Morton Corn Flakes  Pouch 500 Gm,MORTON,staple_and_grocery,1904,18%,0%,0,24,1
Morton Corn Flakes  Pouch 200 Gm,MORTON,processed_food,1904,18%,0%,0,60,1
Morton Corn Flakes  Box 475 Gm,MORTON,staple_and_grocery,1904,18%,0%,0,24,1
Morton Corn Flakes  Box 250 Gm,MORTON,staple_and_grocery,1904,18%,0%,0,48,1
Morton Soya Sauce 700 Gm,MORTON,processed_food,2103,12%,0%,0,12,1
Morton Tomato Ketchup (Sachet) 10 Gms X 80,MORTON,processed_food,2103,12%,0%,0,1280,1
Patanjali Atta Noodles Chatpata 60 gm,Patanjali,processed_food,19022090,12%,0%,0,96,3
Patanjali Atta Noodles Classic Pack of 4,Patanjali,processed_food,19022090,12%,0%,0,24,1
Patanjali Desi Masala Noodle 60 gm,Patanjali,processed_food,19022090,12%,0%,0,96,6
"Fortune Arhar Dal Popular, 1 KG",Adani Wilmar,staple_and_grocery,2017,5%,0%,0,20,1
"Dhara Kachi Ghani Mustard Oil Pouch, 1 Ltr",Mother Dairy,staple_and_grocery,15149120,5%,0%,0,12,12
"Fortune Kachi Ghani Mustard Oil, 2 ltr Pet",Adani Wilmar,staple_and_grocery,15079010,5%,0%,0,8,1
Colgate Whole Mouth Clean Medium( Buy 2 Get 2 Free),Colgate,health_and_personal_care,33061020,18%,0%,0,18,1
"Colgate Sup Flexi Medium Hanger Toothbrush, 12+2 Super Flexi Toothbrush Free (Mrp 25)",Colgate,health_and_personal_care,33061020,18%,0%,0,12,12
Colgate Kids2+ Buy 3 Toothbrush,Colgate,health_and_personal_care,33061020,18%,0%,0,36,1
"Colgate Maxfresh Red Toothpaste, 19 gm",Colgate,health_and_personal_care,33061020,18%,0%,0,108,1
"Colgate Swarna Vedshakti Toothpaste, 100gm+10g",Colgate,health_and_personal_care,33061020,18%,0%,0,45,1
TRES KERATIN STH SHMP 185ML,HUL,health_and_personal_care,33051090,18%,0%,0,1,1
SUNSILK LSLY THK AND LNG SHP 340ML,HUL,health_and_personal_care,33051090,18%,0%,0,1,1
REXONA COCO  AND  OLIVE SOAP 150G,HUL,health_and_personal_care,34011190,18%,0%,0,1,1
PONDS DF TAL PWD 400G+ponds 50gm free,HUL,health_and_personal_care,33049120,18%,0%,0,1,1
PEP GC CAVITY PROT 25G,HUL,health_and_personal_care,33061020,18%,0%,0,1,1
PEARS PURE AND GNTL CLNS FW 60G,HUL,health_and_personal_care,34013090,18%,0%,0,1,1
"Pears Pure & Gentle Soap, 75 gm (Buy 3 Get 1 Free)",HUL,health_and_personal_care,34011190,18%,0%,0,28,1
LK SUN EPT FAIRN SNSCN LOT SPF24PA  60ML,HUL,health_and_personal_care,33049930,18%,0%,0,1,1
LK B AND G KIWI CRUSH 50G,HUL,health_and_personal_care,34013090,18%,0%,0,1,1
FAL ADV MV 80G WITH FAL BB 1 5G free,HUL,health_and_personal_care,33049910,18%,0%,0,1,1
DOVE NOURISHING OIL CARE SHAMPOO 340ML,HUL,health_and_personal_care,33051090,18%,0%,0,1,1
B1 DV HFR SH 180ML AND DV HFR CON 80ML RS150,HUL,health_and_personal_care,33051090,18%,0%,0,1,1
B1 DD CT SH 180ML  AND  DD CR CON 80ML RS150,HUL,health_and_personal_care,33051090,18%,0%,0,1,1
AXE SIGN TICKET DRK TEMP 17ML,HUL,health_and_personal_care,33072000,18%,0%,0,1,1
AXE  PULSE  DEODORANT BDY SPRY CAN 150ML,HUL,health_and_personal_care,33072000,18%,0%,0,1,1
"Daawat Punjab Gold Mini Dubar, 10 KG",Daawat,staple_and_grocery,1006,5%,0%,0,40,4
"Daawat Rozana Mini Mogra, 5 KG",Daawat,staple_and_grocery,1006,5%,0%,0,20,2
"Daawat Rozana Mini Mogra, 10 KG",Daawat,staple_and_grocery,1006,5%,0%,0,40,4
"Daawat Rozana Gold Basmati, 10 KG",Daawat,staple_and_grocery,1006,5%,0%,0,20,2
"Daawat Rozana Gold Basmati, 5 KG",Daawat,staple_and_grocery,1006,5%,0%,0,20,2
"Daawat Rozana Gold Basmati, 1 KG",Daawat,staple_and_grocery,1006,5%,0%,0,20,2
"JohnsonS Baby Milk Soap, 75 gm",Johnsons & Johnsosn,health_and_personal_care,34011190,18%,0%,0,36,1
Whisper Ultra Clean WingsXL+ 30 Pad,P&G,health_and_personal_care,9619,0%,0%,0,18,1
Pantene Conditioner Hair Fall Control 180ml,P&G,health_and_personal_care,96190030,18%,0%,0,24,1
Pampers Pants Larg 20N,P&G,health_and_personal_care,96190030,12%,0%,0,12,1
"Pampers Medium , 4Pc",P&G,health_and_personal_care,96032100,12%,0%,0,6,1
Oral-B Anti-Plaque Medium (Buy 2 Get 2 Free),ORAL-B,health_and_personal_care,96032100,18%,0%,0,12,1
Gillette Wilkinson Blades 55N,P&G,health_and_personal_care,82122019,18%,0%,0,14,1
Gillette Vector+ ,P&G,health_and_personal_care,82122019,18%,0%,0,24,1
Gillette Shav Foam Sensitive 418G,P&G,health_and_personal_care,3307,18%,0%,0,12,1
"Ariel Complete Powder,1.5 Kg",P&G,home_and_kitchen,3402,18%,0%,0,16,1
"Patanjali DANT KANTI Natural Toothpaste , 20gm",Patanjali,health_and_personal_care,33061020,18%,0%,0,240,1
"Patanjali SUPERIOR DETERGENT POWDER, 1Kg",Patanjali,home_and_kitchen,3402,18%,0%,0,25,1
"Himalaya Baby Lotion, 100 ml",Himalaya,health_and_personal_care,33049930,18%,0%,0,36,2
KAJAL 1G 1N = (11 NO + 1 NO FREE),Himalaya,health_and_personal_care,33042000,18%,0%,0,5,1
Neha Harbal Colour Cream Natural Black,Neha herbals,health_and_personal_care,33059090,18%,0%,0,240,1
Neha Henna Burgundy 20gm,Neha herbals,health_and_personal_care,33059090,18%,0%,0,250,1
Neha Herbal Herna Mehandi Black 15gm,Neha herbals,health_and_personal_care,33059090,18%,0%,0,700,10
"Dabur Amla Hair Oil, 450ml",Dabur,health_and_personal_care,33059011,18%,0%,0,16,1
Stayfree Secure Ultra 10's,Johnsons & Johnsosn,health_and_personal_care,96190010,0%,0%,0,72,3
"Band Aid washproof Antiseptic, 100 N + 30 N FREE",Johnsons & Johnsosn,health_and_personal_care,30051090,12%,0%,0,96,1
"Dettol Antiseptic Liquid, 60 ml",Reckitt Benckiser,health_and_personal_care,30049099,12%,0%,0,150,1
Gillete Gurad Base 3Ct,P&G,health_and_personal_care,82122019,18%,0%,0,384,1
Whisper Choice Ultra XL 6s,P&G,health_and_personal_care,9619,0%,0%,0,100,1
Whisper Ultra Over Night XL+ 7S,P&G,health_and_personal_care,9619,0%,0%,0,16,3
Mamy Poko Pants S4,Mamy Poko Pants,health_and_personal_care,9619,18%,0%,0,45,1
"Pansari Kacchi Ghani Mustard Oil Pet, 2 Ltr",Pansari Industries,staple_and_grocery,15149120,5%,0%,0,6,2
Comfort FAB Conditioner Blue Jaconet 20 ml,HUL,home_and_kitchen,3402,18%,0%,0,720,1
"Bajaj Nomarks Face Wash Pink, 50 gm",Bajaj Corp,health_and_personal_care,30049011,18%,0%,0,50,1
"Bajaj Brahmi Amla Hair Oil, 180 ml",Bajaj Corp,health_and_personal_care,33059011,18%,0%,0,36,1
Himalaya Total Care Baby Pants Small 2 S,Himalaya,health_and_personal_care,96190030,12%,0%,0,120,1
"Himalaya Baby Cream, 50 ml",Himalaya,health_and_personal_care,33049930,18%,0%,0,50,1
Pansari Besan 500 gm,Pansari Industries,staple_and_grocery,1904,5%,0%,0,20,1
Pansari Besan 1 Kg,Pansari Industries,staple_and_grocery,1904,5%,0%,0,10,1
"Harpic Powerplus Toilet Cleaner Rose, 1 Ltr",Reckitt Benckiser,home_and_kitchen,38089400,18%,0%,0,8,1
Kinley Water 500 ml PET X24,KINLEY,beverage_and_confectionary,902,18%,0%,0,24,24
Shakti Bhog Poha 500gm,Shakti Bhog,staple_and_grocery,11010000,0%,0%,0,20,1
Shakti Bhog Daliya 500gm,Shakti Bhog,staple_and_grocery,11010000,5%,0%,0,30,1
Shakti Bhog Maida 500gm,Shakti Bhog,staple_and_grocery,11010000,5%,0%,0,30,1
Shakti Bhog Suji 500gm,Shakti Bhog,staple_and_grocery,11010000,5%,0%,0,30,1
Shakti Bhog Besan 500gm,Shakti Bhog,staple_and_grocery,11010000,5%,0%,0,30,1
Shakti Bhog Besan 1KG,Shakti Bhog,staple_and_grocery,11010000,5%,0%,0,15,1
"Rajma Chitra, 30 Kg",PAN,staple_and_grocery,713,0%,0%,0,1,1
Arhar (Fatka) Red X 30 Kg,Loose Daal,staple_and_grocery,713,0%,0%,0,1,1
"Kabuli Chana 333, 30 Kg",PAN,staple_and_grocery,713,0%,0%,0,1,1
"Masoor Malka, 30 Kg",PAN,staple_and_grocery,713,0%,0%,0,1,1
Chana Dal (Blue) 30 Kg,Loose Daal,staple_and_grocery,713,0%,0%,0,1,1
"Fortune Soya Tin, 15 ltr",Adani Wilmar,staple_and_grocery,15079010,5%,0%,0,1,1
Rath Vanaspati 500 ml,RATH,staple_and_grocery,1516,5%,0%,0,20,1
DABUR HAJMOLA REGULAR 160 SAC JAR,Hajmola,beverage_and_confectionary,3004,12%,0%,0,1,1
Patanjali Pchak anardana goli 100 gm,Patanjali,beverage_and_confectionary,3004,12%,0%,0,1,1
DABUR HAJMOLA TABLETS 120 S,Dabur,beverage_and_confectionary,3004,12%,0%,0,1,1
Matcha Tea Classic Elaichi Adrak 70gm,Matcha,beverage_and_confectionary,902,5%,0%,0,1,1
Matcha Tea Classic 30gm,Matcha,beverage_and_confectionary,902,5%,0%,0,1,1
Kinley pkg water 1l,KINLEY,beverage_and_confectionary,2201,18%,0%,0,1,1
"Wheel Lemon & Orange Powder, 170gm",HUL,home_and_kitchen,34022010,18%,0%,0,120,12
"Sunsilk Stuniing Black Shine Shampoo, 80 ml",HUL,health_and_personal_care,33051090,18%,0%,0,60,2
"Dove Hair fall Rescue Shampoo, 6ml+ 25%",HUL,health_and_personal_care,33051090,18%,0%,0,960,1
"Axe Signature Body Perfume Myst, 122 ml + 17 mll TKCT",HUL,health_and_personal_care,33072000,18%,0%,0,12,1
"Sunsilk Thick & Long Shampoo, 90 ml",HUL,health_and_personal_care,33051090,18%,0%,0,60,2
"Sunsilk Black Shine Conditioner Sachet, 7 ml",HUL,health_and_personal_care,33051090,18%,0%,0,384,16
Catch Salt - Black - Sprinkler - 200g,Catch,staple_and_grocery,25010010,0%,0%,0,100,1
Catch - Chat Masala - Sprinkler - 50 G,Catch,staple_and_grocery,9109100,5%,0%,0,100,1
Uttam White Sugar Cubes 500 G,Uttam Sugar,staple_and_grocery,1701,12%,0%,0,40,1
PANTENE COND HAIR FALL CNTRL 175ml,P&G,health_and_personal_care,3305,18%,0%,0,3,1
HEAD & SHO SHMP SMOOTH & SILKY 80ml,P&G,health_and_personal_care,3305,18%,0%,0,10,1
HEAD & SHO SHMP ANTI HAIR FALL 80ML,P&G,health_and_personal_care,3305,18%,0%,0,5,1
Gillette Shav Foam Regular 196G,P&G,health_and_personal_care,3307,18%,0%,0,2,1
GILLETTE PRESTO INT 5'S PCH RAZOR,P&G,health_and_personal_care,8212,18%,0%,0,2,1
"Gowardhan Ghee Jar, 200ml",Gowardhan,staple_and_grocery,4059020,12%,0%,0,60,6
"Amul Cow Ghee Tetra, 1 Ltr",Amul,staple_and_grocery,4050000,12%,0%,0,12,1
VIM DROP LIQUID DISHWASH ACTIVE GEL LEMON 500 ML,HUL,home_and_kitchen,3402,18%,0%,0,1,1
VIM BAR PUDINA SOAP 140 GM ,HUL,home_and_kitchen,3401,18%,0%,0,1,1
Surf Excel Easy Wash Liquid 500 ml,HUL,home_and_kitchen,3402,18%,0%,0,1,1
sani fresh ultra shine toilet cleaner 200 ml ,Dabur,home_and_kitchen,3808,18%,0%,0,1,1
"RAT ,COCROCH KILLER POWDER ",Unbrand Product,home_and_kitchen,3808,18%,0%,0,1,1
Plastick Glass,Unbrand Product,home_and_kitchen,3924,18%,0%,0,1,1
PATANJALI SUPER DISHWASH BAR WITH SPARKLING POWER OF LEMON AND WOOD ASH CAKE 280 GM ,Patanjali,home_and_kitchen,3401,18%,0%,0,1,1
PATANJALI DETERGENT POWDER NEEM FRESH ROSE FRAGRANCE 500 GM ,Patanjali,home_and_kitchen,3402,18%,0%,0,1,1
PATANJALI DETERGENT POWDER NEEM CITRUS LEMON  FRAGRANCE & FRESHNESS 150  GM ,Patanjali,home_and_kitchen,3402,18%,0%,0,1,1
PATANJALI DETERGENT CAKE WITH LEMON FRAGRANCE 250 GM ,Patanjali,home_and_kitchen,3401,18%,0%,0,1,1
Pal white floor cleaner 5ltr,Unbrand Product,home_and_kitchen,3808,18%,0%,0,1,1
Pal White Floor Cleaner 1 ltr,Unbrand Product,home_and_kitchen,3808,18%,0%,0,1,1
Pal Toilet Cleaner 500ml,Unbrand Product,home_and_kitchen,3808,18%,0%,0,1,1
Pal super power toilet cleaner 500 ml ,Unbrand Product,home_and_kitchen,3808,18%,0%,0,1,1
Pal Glass Liquid Cleaner 500ml,Unbrand Product,home_and_kitchen,3808,18%,0%,0,1,1
ODONIL AIR FRESHNER COMBO 200 GM ( BUY 3 GET 1 FREE ),Dabur,home_and_kitchen,3307,18%,0%,0,1,1
Nippo AAA,Nippo,home_and_kitchen,8506,18%,0%,0,1,1
Nippo AA,Nippo,home_and_kitchen,8506,18%,0%,0,1,1
MORTIEN POWER GUARD RED COIL - 10 H,Reckitt Benckiser,home_and_kitchen,3808,18%,0%,0,1,1
KHATMAL KILLER POWDER ,Unbrand Product,home_and_kitchen,3808,18%,0%,0,1,1
Kapoor Dabbi,Unbrand Product,home_and_kitchen,3307,5%,0%,0,1,1
HARPIC BATHROOM CLEANER FLORAL 200 ML ,Reckitt Benckiser,home_and_kitchen,3808,18%,0%,0,1,1
HARI DARSHAN PURE KUMKUM CHANDAN TIKA 40 GM ,Hari darshan,home_and_kitchen,3307,18%,0%,0,1,1
Hari Darshan Delux Dhoop,Hari darshan,home_and_kitchen,3307,5%,0%,0,1,1
HARI DARSAN KUMKUM ROLL 10G,Hari darshan,home_and_kitchen,3307,18%,0%,0,1,1
Hari Dahsrah Deluxe Dhoop,Hari darshan,home_and_kitchen,3307,5%,0%,0,1,1
GODREJ GOOD NIGHT POWER ACTIV LIQUID VAPOURISE MACHINE 5.3 W ,Godrej,home_and_kitchen,3307,18%,0%,0,1,1
GODREJ GOOD NIGHT POWER ACTIV LIQUID VAPOURISE MACHINE 2U,Godrej,home_and_kitchen,3808,18%,0%,0,1,1
GODREJ GOOD NIGHT POWER ACTIV LAVENDER TWIN SAVER PACK 2U ,Godrej,home_and_kitchen,3808,18%,0%,0,1,1
GODREJ EZEE LIQUID DETERGENT - 1 KG,Godrej,home_and_kitchen,3402,18%,0%,0,1,1
FAIR & LOVELY GLOWING SKIN SOAP ( BUY 3 GET 1 FREE ) 4 X 75 GM,HUL,home_and_kitchen,3307,18%,0%,0,1,1
Ezee Winter Wear Chiffon and Silk 37 ml,Godrej,home_and_kitchen,3402,18%,0%,0,1,1
Doms Water Color Pens 12s,Unbrand Product,stationery_office_supply,9609,12%,0%,0,1,1
Doms Triangle Pencil 10s,Unbrand Product,stationery_office_supply,9609,12%,0%,0,1,1
Doms Sharpner,Unbrand Product,stationery_office_supply,9609,12%,0%,0,1,1
Doms Ruler 15cm 10s,Unbrand Product,stationery_office_supply,9609,12%,0%,0,1,1
Doms Ruler 15cm,Unbrand Product,stationery_office_supply,9609,12%,0%,0,1,1
Doms Eraser 20N,Unbrand Product,stationery_office_supply,9609,12%,0%,0,1,1
Doms Dustfree Eraser,Unbrand Product,stationery_office_supply,9609,12%,0%,0,1,1
Doms Dust free eraser,Unbrand Product,stationery_office_supply,9609,12%,0%,0,1,1
Doms Crayons 12N,Unbrand Product,stationery_office_supply,9609,12%,0%,0,1,1
Doms Color Pencil 10 shades,Unbrand Product,stationery_office_supply,9609,12%,0%,0,1,1
Diamond Kitchen Juna,Unbrand Product,home_and_kitchen,9603,18%,0%,0,1,1
Delta Notebook,Unbrand Product,stationery_office_supply,4820,12%,0%,0,1,1
CYCLE THREE IN ONE PURE AGARBATHIES 19 GM ,Cycle,home_and_kitchen,3307,18%,0%,0,1,1
Comfort Fabric Conditioner Morning fresh 18gm,HUL,home_and_kitchen,3402,18%,0%,0,1,1
Comfort fabric conditioner 430ml,HUL,home_and_kitchen,3402,18%,0%,0,1,1
Clothes mope Xl ,Unbrand Product,home_and_kitchen,9603,18%,0%,0,1,1
Clothes mope L,Unbrand Product,home_and_kitchen,9603,18%,0%,0,1,1
Classic Match Box,Unbrand Product,home_and_kitchen,3605,5%,0%,0,1,1
Casper anytime 10 cards,Unbrand Product,home_and_kitchen,4202,18%,0%,0,1,1
Cake Matchbox 10 N,Unbrand Product,home_and_kitchen,3402,18%,0%,0,1,1
Bibly Fancy 8 Levers Padlocks,Unbrand Product,home_and_kitchen,9603,18%,0%,0,1,1
Bathroom Brush,Unbrand Product,home_and_kitchen,3924,18%,0%,0,1,1
ARIEL MATIC FRONT LOAD POWDER 6 KG ,P&G,home_and_kitchen,3402,18%,0%,0,1,1
"Airwick Everfresh Gel (Lavender Meadows), 50 g ",Reckitt Benckiser,home_and_kitchen,3307,18%,0%,0,1,1
A One Mogra Premium Incense Sticks,Unbrand Product,home_and_kitchen,3307,5%,0%,0,1,1
555 SPECIAL WASHING SOAP 900 GM ,555,home_and_kitchen,3401,18%,0%,0,1,1
Everest Sabji Masala 50 gm,Everest,staple_and_grocery,1905,5%,0%,0,120,2
"Everest Chicken Masala, 15 gm Hanger pack",Everest,staple_and_grocery,910,5%,0%,0,600,40
Savlon Disinfectant Liquid 100ml,ITC,health_and_personal_care,34011190,12%,0%,0,72,2
"Airwick Scents of India Aerosol Himalayan Mountain Mist, 245 ml",Reckitt Benckiser,home_and_kitchen,33074900,18%,0%,0,24,2
"NB Super Dubar Rice, 25 kg",DUBAR,staple_and_grocery,1006,0%,0%,0,1,1
Kitchen Champion Rozana Rice 25 Kg,ROZANA,staple_and_grocery,1006,0%,0%,0,1,1
Tulsi Kismis green 200gm,TULSI,staple_and_grocery,806,12%,0%,0,10,1
ASOP Cashew Roasted & Salted 100gm,ASOP,staple_and_grocery,2008,12%,0%,0,11,1
ASOP Almonds Roasted & Salted 100gm,ASOP,staple_and_grocery,2008,12%,0%,0,9,1
"colgate max fresh Tooth Paste , 20 Gm",Colgate,health_and_personal_care,33061020,18%,0%,0,72,1
Loose Chana Dal 30 Kg,Rajdhani,staple_and_grocery,713,0%,0%,0,1,1
Loose Arhar / Tur Dal 30 Kg,Rajdhani,staple_and_grocery,713,0%,0%,0,1,1
Patanjali Dant Kanti Advanced 200 gm with Alovera Gel 15ml free,Patanjali,health_and_personal_care,33061020,18%,0%,0,72,1
"Pansari Kacchi Ghani Mustard Oil, 15 kg",Pansari Industries,staple_and_grocery,1514,5%,0%,0,1,1
"Lizol Disinfectant Floor Cleaner Pine, 2 Ltr",Reckitt Benckiser,home_and_kitchen,38089400,18%,0%,0,6,1
Lizol Floor Cleaner Neem- 2 Ltr,Reckitt Benckiser,home_and_kitchen,38089400,18%,0%,0,6,1
Airwick Scents of India Aerosol Lavender 245 ml,Reckitt Benckiser,home_and_kitchen,33074900,18%,0%,0,12,1
"Pansari Kacchi Ghani Mustard Oil Pet, 5 Ltr",Pansari Industries,staple_and_grocery,15149120,5%,0%,0,4,1
"Gio Canola Oil, 1Ltr Buy1Get1 free",Regent Enterprises,staple_and_grocery,15149120,5%,0%,0,12,12
MDH Meat Masala Hanger Pack,MDH,staple_and_grocery,9109100,5%,0%,0,1200,20
"Tide Naturals, 800 gm",P&G,home_and_kitchen,34022010,18%,0%,0,24,4
"Maanik Soya Bean Refined Oil Pouch,1 Ltr",Regent Enterprises,staple_and_grocery,1507,5%,0%,0,12,10
"MDH Sambhar Masala, 50g",MDH,staple_and_grocery,910,12%,0%,0,240,2
"MDH Sabji Masala, 100g",MDH,staple_and_grocery,9109100,5%,0%,0,180,2
"MDH Sabji Masala, 50g",MDH,staple_and_grocery,9109100,12%,0%,0,240,2
"MDH Haldi Powder, 200g",MDH,staple_and_grocery,9103030,5%,0%,0,90,2
"MDH Chicken Masala, 50g",MDH,staple_and_grocery,910,12%,0%,0,240,2
"MDH Chunky Chat Masala, 50g",MDH,staple_and_grocery,910,5%,0%,0,240,2
ARIEL LAU PWD 200GX120 MB PRCUP PC,P&G,home_and_kitchen,34022010,18%,0%,0,120,1
ARIEL LAU PWD 1KGX18 MAT FL ROL PRO PC,P&G,home_and_kitchen,34022010,18%,0%,0,18,1
ARIEL PWD (500G+200G)X34 MB ROL PRO PC,P&G,home_and_kitchen,34022010,18%,0%,0,34,1
ARIEL LAU PWD 80GX65 PW 12+1 UP PRO PC,P&G,home_and_kitchen,34022010,18%,0%,0,5,1
ARIEL LAU PWD 70GX60 MB STR PRO PC,P&G,home_and_kitchen,34022010,18%,0%,0,5,1
ARIEL LAU PWD 500GX48 PW ROL PC,P&G,home_and_kitchen,34022010,18%,0%,0,48,1
ARIEL LAU PWD 1.5 KGX16 COMP PRCUP PC,P&G,home_and_kitchen,34022010,18%,0%,0,16,1
"Pears Naturale Aloevera Bar, 100 gm",HUL,health_and_personal_care,34011190,18%,0%,0,108,1
"Rajdhani Vermicelli , Short cut , 900 gm",Rajdhani,processed_food,1902,5%,0%,0,10,1
Patanjali Dant Kanti Advanced 100 gm with sensitive toothbrush free,Patanjali,health_and_personal_care,33061020,18%,0%,0,54,1
"Parachute Advansed Jasmine, 190 ml",Marico,health_and_personal_care,33059011,18%,0%,0,144,3
Mortein Insta killer Refill 2 in 1 425 ml,Reckitt Benckiser,home_and_kitchen,38039191,18%,0%,0,24,1
"Mortein Mosquito Repellent - Insta 5, Plug-In, Combo Machine With Refill 1 pc ",Reckitt Benckiser,home_and_kitchen,38089191,18%,0%,0,48,1
Mortein Insta5 - Refill 1 pc Box + Harpic Toilet Cleaner 200ml free,Reckitt Benckiser,home_and_kitchen,38089191,18%,0%,0,100,1
Lizol Floor Cleaner Neem- 975 ml + Harpic - 200 ml,Reckitt Benckiser,home_and_kitchen,38089400,18%,0%,0,8,2
"Harpic Powerplus Toilet Cleaner Orange, 1 Ltr",Reckitt Benckiser,home_and_kitchen,38089400,18%,0%,0,8,2
"Everest Sambar masala, 100 gm",Everest,staple_and_grocery,1905,5%,0%,0,120,2
"Everest Meat masala, 100 gm",Everest,staple_and_grocery,1905,5%,0%,0,120,2
"Everest Rajma masala, 100 gm",Everest,staple_and_grocery,1905,5%,0%,0,120,2
"Everest Chhole masala, 100 gm",Everest,staple_and_grocery,1905,5%,0%,0,120,2
"Everest Pav bhaji masala, 100 gm",Everest,staple_and_grocery,1905,5%,0%,0,120,2
"Everest Royal Garam masala, 100 Gm",Everest,staple_and_grocery,1905,5%,0%,0,120,2
"Godrej Ezee, 20 gm",Godrej,home_and_kitchen,34022010,18%,0%,0,648,4
Savlon Glycerin soap 45gm,ITC,health_and_personal_care,34012000,18%,0%,0,144,1
Engage ON Citrus Fresh 18.4ml,ITC,health_and_personal_care,33072000,18%,0%,0,24,1
Engage ON Woman Dual Assorted 28ml,ITC,health_and_personal_care,33072000,18%,0%,0,24,1
Engage ON Man Dual Assorted 28ml,ITC,health_and_personal_care,33072000,18%,0%,0,24,1
Engage XX3 Cologne 135ml,ITC,health_and_personal_care,33072000,18%,0%,0,12,2
Engage XX1 Cologne 135ml,ITC,health_and_personal_care,33072000,18%,0%,0,12,2
Vivel Lotus Oil 63gm (Pack of 4),ITC,health_and_personal_care,33059030,18%,0%,0,36,2
Vivel Lotus Oil 62gm,ITC,health_and_personal_care,33059030,18%,0%,0,144,3
Vivel Aloe Vera 63gm (Pack of 4),ITC,health_and_personal_care,34012000,18%,0%,0,36,2
Savlon glycerin soap 75gm (Buy 3 get 1 free),ITC,health_and_personal_care,HSN Code,18%,0%,0,24,1
Savlon Fresh Protect Soap 75gm (Buy3 Get 1free),ITC,health_and_personal_care,34012000,18%,0%,0,24,2
Savlon Fresh Protect Soap 45gm (Pack of 4),ITC,health_and_personal_care,34012000,18%,0%,0,36,2
Savlon Fresh Protect Soap 45gm,ITC,health_and_personal_care,34012000,18%,0%,0,144,3
Savlon Liquid Hand Sanitizer 9ml,ITC,health_and_personal_care,34013090,18%,0%,0,36,1
Savlon Gel Hand Sanitizer 55ml,ITC,health_and_personal_care,34013090,18%,0%,0,48,2
Savlon Disinfectant Liquid 50ml,ITC,health_and_personal_care,34011190,12%,0%,0,144,3
Savlon Moisture Shield 80 ml,ITC,health_and_personal_care,34011190,18%,0%,0,48,2
Savlon Moisture Shield Combo 200ml with 185ml,ITC,health_and_personal_care,34011190,18%,0%,0,24,2
Savlon Herbal Sensitive Combo 200ml with 185ml,ITC,health_and_personal_care,34011190,18%,0%,0,24,2
Savlon Deep Clean Combo 200ml with 185ml,ITC,health_and_personal_care,34011190,18%,0%,0,24,2
Pampers Large  2 Pcs New baby,P&G,health_and_personal_care,96190030,12%,0%,0,71,1
"Rajdhani Vermicelli short cut, 200 gm",Rajdhani,processed_food,1902,5%,0%,0,25,2
"Fortune Refined Soyabean Oil, 1 Ltr Pet",Adani Wilmar,staple_and_grocery,15079010,5%,0%,0,24,1
Colgate Zig Zag Black 6 pc hanger Medium+ Ved Shakti Rs-10,Colgate,health_and_personal_care,96032100,18%,0%,0,288,6
"Colgate Total Advance 240 gm,",Colgate,health_and_personal_care,33061020,18%,0%,0,69,1
"Tide Laundary Powder Lemon & Mint, 110gm",P&G,home_and_kitchen,34029011,18%,0%,0,60,1
Colgate  Sup Flexi Black soft SINGLE  Toothbrush,Colgate,health_and_personal_care,96032100,18%,0%,0,288,1
Colgate Super Flexi Black Medium Single Toothbrush,Colgate,health_and_personal_care,96032100,18%,0%,0,288,1
"Clean & Clear Facewash (Aqua), 150 ml extra 100 ml free",Clean & Clear,health_and_personal_care,33049990,18%,0%,0,12,1
"Clean & Clear Facewash (Berry), 150 ml EXTRA  100 ml free",Clean & Clear,health_and_personal_care,33049990,18%,0%,0,12,1
Stayfree Secure Dry XL Wings 7's (Simplicity),Johnsons & Johnsosn,health_and_personal_care,96190010,0%,0%,0,60,3
"Stayfree Dry Max , Ultra Dry , 8 pads",Johnsons & Johnsosn,health_and_personal_care,96190010,0%,0%,0,72,1
"Stayfree Secure Cottony Reg 7s , 5  XL 6s",Johnsons & Johnsosn,health_and_personal_care,19019090,0%,0%,0,16,1
KCO FOIL 25 MTR,KCO FOIL,home_and_kitchen,7607,18%,0%,0,50,2
KCO FOIL 9 MTR Aluminium foil,KCO FOIL,home_and_kitchen,7607,18%,0%,0,50,2
"Patanjali Whole Wheat Atta, 5 Kg",Patanjali,staple_and_grocery,11010000,5%,0%,0,8,8
Buy 1case  Minute Maid Apple Sparkle Get 11 Popcorn (MRP 10) FREE,Cocacola,beverage_and_confectionary,22021010,12%,0%,0,24,24
Buy 5 Masala Papad get 1 Popcorn (MRP 20/-) FREE,Rajdhani,processed_food,1905,12%,0%,0,125,5
"Lizol Disinfectant Surface Cleaner Lavender, 2 Ltr",Reckitt Benckiser,home_and_kitchen,38089400,18%,0%,0,6,1
"Lizol Disinfectant Floor Cleaner Jasmine, 975 ml",Reckitt Benckiser,home_and_kitchen,38089400,18%,0%,0,12,2
