Parent Name ,Brand,Category,HSN,GST,Cess,Surcharge,Brand Case Size,Inner Case Size
Haldiram'S  Vermicelli 900 G,Haldiram,processed_food,1902,5%,0%,0,1,1
Haldiram'S Roasted Vermicelli 900 G,Haldiram,processed_food,1902,5%,0%,0,1,1
Haldiram'S  Vermicelli 450 G,Haldiram,processed_food,1902,5%,0%,0,1,1
Haldiram'S Mathis Masala Mathi 500 G,Haldiram,processed_food,21069099,12%,0%,0,1,1
Patanjali Oats Rolled Oats 500 G,Patanjali,staple_and_grocery,19041010,18%,0%,0,1,1
Pedia Sure Vanilla Delight Flavour 20 Gm,PEDIA SURE,beverage_and_confectionary,4021020,18%,0%,0,1,1
Tops Instant Mix Rawa Idli 200 Gm,TOPS,processed_food,21069080,18%,0%,0,1,1
Tops Instant Mix Rice Idli 200 Gm,TOPS,processed_food,21069080,18%,0%,0,1,1
Save More Cookies Tooty Fruity 200 G,Local brand,processed_food,1905,18%,0%,0,1,1
Mother'S Recipe Mix Fruit Jam 500 G,Mother's recipe,processed_food,2007,12%,0%,0,1,1
Pedigree 1.2 Kg,Local brand,processed_food,30049011,12%,0%,0,1,1
Param Almond Drink 100 Ml,Local brand,beverage_and_confectionary,22029020,12%,0%,0,1,1
Rio Boom Energy Drink 100 Ml,Local brand,beverage_and_confectionary,22029090,12%,0%,0,1,1
Mcvitie'S Bourbon Delight 20 G,McVities,processed_food,19019090,18%,0%,0,1,1
Muskan Bakery Biscuits 200 G,Local brand,processed_food,1905,18%,0%,0,1,1
Chat Snacks Sauce,Local brand,processed_food,21039020,12%,0%,0,1,1
Jugal Suji Elaichi Rusk 16 Pcs,Local brand,processed_food,19054000,12%,0%,0,1,1
Jugal Suji Elaichi Rusk 500 G,Local brand,processed_food,19054000,12%,0%,0,1,1
"Five Star, 40 gm",Mondelez,beverage_and_confectionary,18069010,18%,0%,0,252,28
Paper Boat Badam Thandai 250 Ml,Paperboat,beverage_and_confectionary,22029020,12%,0%,0,1,1
Soulfull Delicious Millet Almonds & Raisins 400 G,Local brand,processed_food,19041010,18%,0%,0,1,1
"Dairy Milk, 52 gm",Mondelez,beverage_and_confectionary,18069010,18%,0%,0,240,15
Soulfull Fruit & Nut Millet Museli Fruits And Almonds 400 G,Local brand,processed_food,19041010,18%,0%,0,1,1
Soulfull Ragi Bites Choco Fills 250 G,Local brand,breakfast_dairy,19041010,18%,0%,0,1,1
Soulfull The Good Bites 6 *30 G,Local brand,breakfast_dairy,19041010,18%,0%,0,1,1
Soulfull Ragi Bites 50 G,Local brand,breakfast_dairy,19041010,18%,0%,0,1,1
Krusherz Kachha Aaam ,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Krusherz Rocky Chocky,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Priya Suji Rusk Oven Fresh 450 G,Local brand,processed_food,210690,18%,0%,0,1,1
Haldiram Snac Lite Fries (MRP 20),Haldiram,processed_food,21069099,12%,0%,0,54,1
Red Bull Energy Drink 250 Ml Pack Of 4,RedBull,beverage_and_confectionary,22029090,18%,0%,0,1,1
Haldiram Snac Lite Fun Wheel (MRP 20),Haldiram,processed_food,21069099,12%,0%,0,42,6
Candyman Clear Candy,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Candyman Clear Candy Aam,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Candyman Clear Candy Kacha Aam,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Haldiram Snac Lite Fingers (MRP 20),Haldiram,processed_food,21069099,12%,0%,0,42,6
Center  Fruit Watermelon Flavour,Perfetti Van Melle,beverage_and_confectionary,21069099,18%,0%,0,1,1
Center Fresh Liquid Filled Gum 3.2 G,Perfetti Van Melle,beverage_and_confectionary,21069099,18%,0%,0,1,1
Haldiram Snac Lite Cornets (MRP 20),Haldiram,processed_food,21069099,12%,0%,0,42,6
Dabur Honitus Cough Drop Honey & Ginger,Dabur,processed_food,409,5%,0%,0,1,1
Dabur Pudin Hara 4 Pearls Pack,Dabur,beverage_and_confectionary,3004,12%,0%,0,1,1
Dabur Pudin Hara Fizz Lemon,Dabur,beverage_and_confectionary,3004,12%,0%,0,1,1
Haldiram Chips Classic Salted (Mrp 20),Haldiram,processed_food,21069099,12%,0%,0,60,1
Dabur Pudin Hara Pearls 1N,Dabur,beverage_and_confectionary,3004,12%,0%,0,1,1
Dabur Soda Fizz 5G,Dabur,beverage_and_confectionary,902,18%,0%,0,1,1
Haldiram Chips Pudina Treat (Mrp 20),Haldiram,processed_food,21069099,12%,0%,0,60,5
Fru Kik Jhakas Jeera Masala Candy,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Fru Kik Kaccha Aam Masala Candy,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Fru Kik Naughty Imli Masala Candy,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Haldiram Chips Sweet Thai Chilli (Mrp 20),Haldiram,processed_food,21069099,12%,0%,0,60,5
Guruji Coco Powder 50 G,Local brand,staple_and_grocery,801,5%,0%,0,1,1
Hajmola Albela Aam,Dabur,beverage_and_confectionary,30049011,12%,0%,0,1,1
Hajmola Chat Cola ,Dabur,beverage_and_confectionary,30049011,12%,0%,0,1,1
Hajmola Chulbuli Imli,Dabur,beverage_and_confectionary,30049011,12%,0%,0,1,1
Hajmola Regular 4N,Dabur,beverage_and_confectionary,30049011,12%,0%,0,1,1
Halls Zatang Green Mango Salt 2.6 G,Local brand,staple_and_grocery,2501,0%,0%,0,1,1
Haldiram ChipsTangy Tomato (Mrp 20),Haldiram,processed_food,21069099,12%,0%,0,60,5
Halls Zatang Lemon & Salt 2.6 G,Local brand,staple_and_grocery,2501,0%,0%,0,1,1
Happy Dent Wave Strawberry Flavour,Perfetti Van Melle,beverage_and_confectionary,19053211,18%,0%,0,1,1
Indian Bakery Suji & Milk Rusk 200 G,Local brand,processed_food,1905,5%,0%,0,1,1
Haldiram Chips Sweet Thai Chilli (Mrp 10),Haldiram,processed_food,21069099,12%,0%,0,120,10
Kofol Lozenges Honey Lemon,Local brand,beverage_and_confectionary,9023020,5%,0%,0,1,1
Lotte Coffee Bite,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Lotte Eclairs Choco,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Lotte Lollipop Blueberry,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Haldiram Chips Mast Masala (MRP 20),Haldiram,processed_food,21069099,12%,0%,0,60,5
Lotte Lollipop Strawberry,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Mahak Jelly Belly Fruit Jel Mango 50 G,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Mahak Jelly Belly Fruit Jel Mango 75 G,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Mahak Jelly Belly Fruit Jel Orange 50 G,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Mahak Jelly Belly Fruit Jel Orange 75 G,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Mahak Jelly Belly Fruit Jel Pineapple  50 G,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Mahak Jelly Belly Fruit Jel Pineapple  75 G,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Melody Choclatey Candy,Parle,beverage_and_confectionary,19059020,18%,0%,0,1,1
Mentos Orange Flavour 3.4 G,Perfetti Van Melle,beverage_and_confectionary,1704,12%,0%,0,1,1
Haldiram Cheezi Ball (MRP 20),Haldiram,processed_food,21069099,12%,0%,0,54,6
Narula G Special Fain 250 G,Local brand,processed_food,1905,18%,0%,0,1,1
Nestle Masal E Magic 6 G,Nestle,processed_food,21069099,12%,0%,0,1,1
NeniMemi Butter Popcorn (30gm) (BUY2 GET 1 FREE),NeniMemi,processed_food,1005,12%,0%,0,132,12
Parle Hand Sanitizer 500 Ml,Parle,health_and_personal_care,34022010,18%,0%,0,1,1
Parle Kismi Bite,Parle,beverage_and_confectionary,1704,12%,0%,0,1,1
NeniMemi Salt Popcorn (30gm) (BUY2 GET 1 FREE),NeniMemi,processed_food,1005,12%,0%,0,132,22
Registered Sat Isabgol Psyllium Husk 10 G Net,Sat-Isabgol,beverage_and_confectionary,3004,12%,0%,0,1,1
Rising Star Drinking Chocoloate Powder 100 Gm,Local brand,beverage_and_confectionary,19019090,18%,0%,0,1,1
Sonam Bakers Daily Fresh Special Badam Cookies 300 G,Local brand,processed_food,1905,18%,0%,0,1,1
Sonam Bakers Special Eggless Cookies 330 Gm,Local brand,processed_food,1905,18%,0%,0,1,1
Haldiram Bhujia (400+60gm),Haldiram,processed_food,19059090,12%,0%,0,40,1
Strepsils Orange ,Local brand,beverage_and_confectionary,30049011,12%,0%,0,1,1
Sugar Free Gold 50 Pellets ,Sugar Free,beverage_and_confectionary,30049062,12%,0%,0,1,1
Swad Toffee,Local brand,beverage_and_confectionary,17049020,12%,0%,0,1,1
Tic Tac Mint 3.8 G,Local brand,beverage_and_confectionary,17049020,12%,0%,0,1,1
Tic Tac Saunf Flavour  3.8 G,Local brand,beverage_and_confectionary,17049020,12%,0%,0,1,1
Red Bull Energy Drink 250 Ml,RedBull,beverage_and_confectionary,22029090,18%,0%,0,1,1
MTR Vermicelli Roasted 850gm,MTR,processed_food,1902,5%,0%,0,48,1
MTR Vermicelli Plain 850 gm,MTR,processed_food,1902,5%,0%,0,42,1
KELLOGGS MUSELI NUT DELGHT500,Kelloggs,breakfast_dairy,1904,18%,0%,0,16,1
KELLOGG CHOCOS KP 26 PK16,Kelloggs,breakfast_dairy,1904,18%,0%,0,164,1
KELLOGGS CORNFLAKES 475g,Kelloggs,breakfast_dairy,1904,18%,0%,0,12,1
KELLOGGS CHOCOS CEREAL 125g,Kelloggs,breakfast_dairy,1904,18%,0%,0,36,1
KELLOGG CHOCOS 250g,Kelloggs,breakfast_dairy,1904,18%,0%,0,10,1
KELLOGG CHOCOS 58g,Kelloggs,breakfast_dairy,1904,18%,0%,0,96,1
"EVERYDAY Dairy Creamer Whitner Powder, 360gm (120 Pcs)",Nestle,staple_and_grocery,402,5%,0%,0,24,1
Loose Arrarot/Corn Flour,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Bar Cake -  Vanila Plain,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakkii Cookii Bar Cake - Vanilla And Almond Flakes,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakki Cookii Bar Cake - Chocolate,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakkii Cokkii Bar Cake - Chocolate And Chips,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakkii Cookii Bar Cake - Vanilla And Chocochip,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakkii Cookii Cup Cake - 40 gm 1x4 Vanilla,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakkii Cookii Cup Cake - Vanilla 40 Gm 1x6,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakkii Cookii Cup Cake - Chocolate 40 Gm 1x4,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakki Cookii Cup Cake - Choclate 40 Gm 1x6,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakkii Cookii Cup Cake - Vanilla And Fruit 40 Gm 1x4,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakkii Cookii Cup Cake - Vanilla And Fruit 40 Gm 1x6,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakkii Cookii Cup Cake - Chocolate And Chip 40 Gm 1x4,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakkii Cookii Cup Cake - Chocolate And Chip 40 Gm 1x6,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
Bakkii Cookii RUSK PRIMUM ,Bakkii Cookii,processed_food,1905,0%,0%,0,24,1
Bakkii Cookii Baked Masala Mathii,Bakkii Cookii,processed_food,1905,18%,0%,0,24,1
FRIC BERGEN Schezwan Sauce G Bottle,FRIC BERGEN,processed_food,21039020,12%,0%,0,24,1
FRIC BERGEN Tandoori Mayo Sachet ,FRIC BERGEN,processed_food,21039030,12%,0%,0,168,1
FRIC BERGEN Salsa Dip Sachet ,FRIC BERGEN,processed_food,21032000,12%,0%,0,168,1
FRIC BERGEN Cheese Jalepeno Sachet ,FRIC BERGEN,processed_food,21039030,12%,0%,0,168,1
CRAX CORN RINGS CHATPATA,CRAX,processed_food,2106,12%,0%,0,36,9
FRIC BERGEN Mint Mayonnaise Sachet ,FRIC BERGEN,processed_food,21039030,12%,0%,0,168,1
CRAX CORN RINGS TANGY TOMATO,CRAX,processed_food,2106,12%,0%,0,36,9
CRAX CORN RINGS MASALA MANIA,CRAX,processed_food,2106,12%,0%,0,36,9
CRAX CORN RINGS PUDINA PUNCH,CRAX,processed_food,2106,12%,0%,0,36,9
CRAX CORN RINGS MAST CHEESE,CRAX,processed_food,2106,12%,0%,0,36,9
CRAX CORN RINGS THAI SWEET CHILLI,CRAX,processed_food,2106,12%,0%,0,36,9
CRAX NATKHAT WHEAT PUFFS,CRAX,processed_food,2106,12%,0%,0,144,12
CRAX NATKHAT MASALA WHEAT PUFFS,CRAX,processed_food,2106,12%,0%,0,144,12
CRAX CURLS CHATPATA MASALA,CRAX,processed_food,2106,12%,0%,0,180,12
Haldirams  Delista Macroni 200G,Haldiram Snacks,processed_food,19021900,12%,0%,0,1,1
CRAX CURLS TOMATO TREAT,CRAX,processed_food,2106,12%,0%,0,180,12
CRAX CURLS SPICY DELIGHT,CRAX,processed_food,2106,12%,0%,0,180,12
CRAX CHEESE BALLS,CRAX,processed_food,2106,12%,0%,0,96,12
Nescafe Gold 200G,Nestle,beverage_and_confectionary,3004,18%,0%,0,1,1
Saffola Fittify Green Coffe 20G*10,Marico,beverage_and_confectionary,3004,18%,0%,0,1,1
CRAX FRITTS CREAM AND ONION (MRP 5),CRAX,processed_food,2106,12%,0%,0,180,12
CRAX FRITTS MASALA MIX (MRP 5),CRAX,processed_food,2106,12%,0%,0,180,12
Ula  Natural Mineral Water 200Ml,Local brand,beverage_and_confectionary,2201,18%,0%,0,1,1
Meetha Soda 100 Gm,Local brand,processed_food,21023000,12%,0%,0,1,1
CRAX FRITTS CREAM AND ONION (MRP 10),CRAX,processed_food,2106,12%,0%,0,80,8
Shri Rangmahak Tea 250 Gm,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
Baking Powder 100 Gm,Local brand,processed_food,21023000,12%,0%,0,1,1
CRAX FRITTS MASALA MIX (MRP 10),CRAX,processed_food,2106,12%,0%,0,80,8
Haldiram's thoda meetha thoda namkeen 920 g,Haldiram,processed_food,21069099,12%,0%,0,1,1
Haldiram's sweet & spicy 930 g,Haldiram,processed_food,21069099,12%,0%,0,1,1
Haldiram's meethe meethe pal 1.5 g,Haldiram,processed_food,21069099,12%,0%,0,1,1
CRAX PASTA CRUNCH CHINESE TADKA,CRAX,processed_food,2106,12%,0%,0,180,12
Pedia sure premium chocolate flavour (2N*375g),Patanjali,staple_and_grocery,4021020,5%,0%,0,1,1
PAPERBOAT APPLE JUICIER DRINK 150ML,Paperboat,beverage_and_confectionary,22029020,12%,0%,0,1,1
CRAX MOONG DAAL (Mrp 20),CRAX,processed_food,2106,12%,0%,0,54,9
real fruit mango juice 180ml,Dabur,beverage_and_confectionary,22029920,12%,0%,0,1,1
ananda haldi flavoured milk 180ml,Ananda,breakfast_dairy,401,0%,0%,0,1,1
anannda cappuccino flavoured milk 180ml,Ananda,breakfast_dairy,401,0%,0%,0,1,1
ananda gulab jamun 250g,Ananda,processed_food,1704,5%,0%,0,1,1
ananda milk cake 250g,Ananda,processed_food,1704,5%,0%,0,1,1
ananda braj peda 250g,Ananda,processed_food,1704,5%,0%,0,1,1
btw elaichi rusk 150g,Local brand,processed_food,19054000,12%,0%,0,1,1
fresca apple fruit drink 200ml,Local brand,beverage_and_confectionary,22029920,12%,0%,0,1,1
NANAJI BAKERY COOKIES 350G,Local brand,processed_food,19053100,18%,0%,0,1,1
CRAX DOUBLE MAZZA (Mrp 20),CRAX,processed_food,2106,12%,0%,0,54,9
CRAX MAST MATAR (Mrp 20),CRAX,processed_food,2106,12%,0%,0,54,6
CRAX ALOO BHUJIA (Mrp 20),CRAX,processed_food,2106,12%,0%,0,54,9
CRAX BIKANERI BHUJIA (Mrp 20),CRAX,processed_food,2106,12%,0%,0,54,9
CRAX NAV RATTAN (Mrp 20),CRAX,processed_food,2106,12%,0%,0,54,9
CRAX KHATTA MITHA (Mrp 20),CRAX,processed_food,2106,12%,0%,0,54,6
CRAX ALOO BHUJIA (Mrp 10),CRAX,processed_food,2106,12%,0%,0,80,10
BEL GRI 20 GM ,Local brand,staple_and_grocery,3004,18%,0%,0,1,1
CRAX BIKANERI BHUJIA (Mrp 10),CRAX,processed_food,2106,12%,0%,0,80,10
BIKANO BOONDI 250 GM ,BIKANO,processed_food,2106,12%,0%,0,1,1
BIKANO CHANA PATAKA 200 GM ,BIKANO,processed_food,2106,12%,0%,0,1,1
BIKANO NAMKEEN 200 GM ,BIKANO,processed_food,2106,12%,0%,0,1,1
"Oreo, 20 gm",Mondelez,processed_food,19059020,18%,0%,0,12,6
CRAX DOUBLE MAZZA (Mrp 10),CRAX,processed_food,2106,12%,0%,0,80,10
CRAX KHATTA MITHA (Mrp 10),CRAX,processed_food,2106,12%,0%,0,80,10
BRU HOT COFFEE PREMIX 1 KG ,HUL,beverage_and_confectionary,21011120,18%,0%,0,1,1
BTW SAUNF RUSK 300 GM ,Local brand,processed_food,19054000,12%,0%,0,1,1
CRAX LACHHA MIXTURE (Mrp 10),CRAX,processed_food,2106,12%,0%,0,80,10
CRAX MAST MATAR (Mrp 10),CRAX,processed_food,2106,12%,0%,0,80,10
CRAX MOONG DAAL (Mrp 10),CRAX,processed_food,2106,12%,0%,0,80,10
CRAX MAST MOONGPHALI (Mrp 10),CRAX,processed_food,2106,12%,0%,0,80,10
CRAX NAV RATTAN (Mrp 10),CRAX,processed_food,2106,12%,0%,0,80,10
COMPLAN CHOCOLATE FLAVOUR BOX 1 KG ,Heinz,beverage_and_confectionary,1806,18%,0%,0,1,1
CRAX SALTED PEANUT (Mrp 10),CRAX,processed_food,2106,12%,0%,0,80,10
CRAX ALOO BHUJIA (Mrp 5),CRAX,processed_food,2106,12%,0%,0,240,12
CRAX BIKANERI BHUJIA (Mrp 5),CRAX,processed_food,2106,12%,0%,0,240,12
CRAX DOUBLE MAZZA (Mrp 5),CRAX,processed_food,2106,12%,0%,0,240,12
CRAX MAST MATAR (Mrp 5),CRAX,processed_food,2106,12%,0%,0,240,12
CRAX MOONG DAAL (Mrp 5),CRAX,processed_food,2106,12%,0%,0,240,12
CRAX MAST MOONGPHALI (Mrp 5),CRAX,processed_food,2106,12%,0%,0,240,12
CRAX NAV RATTAN (Mrp 5),CRAX,processed_food,2106,12%,0%,0,240,12
Nimbu Masala Soda 1 ltr,Pepsico,beverage_and_confectionary,22021010,12%,0%,0,12,1
CRAX SALTED PEANUT (Mrp 5),CRAX,processed_food,2106,12%,0%,0,240,12
Alpenliebe Creamfills Butter Toffee Pouch 184 g 46 pc,Perfetti Van Melle,beverage_and_confectionary,17049030,12%,0%,0,24,1
Chocoliebe Eclairs Plus Pouch 170.2 g 46 pc,Perfetti Van Melle,beverage_and_confectionary,17049030,12%,0%,0,24,1
Alpenliebe Juzt Jelly Fruity Flavour Bears Pouch 72.8 g,Perfetti Van Melle,beverage_and_confectionary,17049010,12%,0%,0,64,8
Chupa Chups Sour Bites Mixed Fruit Flavour Soft and Chewy Toffee 61.6 g 30 pc,Perfetti Van Melle,beverage_and_confectionary,17049030,12%,0%,0,64,8
Center Fruit Soft Chews Assorted flavour candy Pocket Bottle 33 g,Perfetti Van Melle,beverage_and_confectionary,01704 90 90,12%,0%,0,96,8
Center Fresh Mint Sugarfree Fruity Flavour 4.5 g 15 pc,Perfetti Van Melle,beverage_and_confectionary,02106 90 99,18%,0%,0,288,24
KALI MUSLI 10 GM ,Local brand,beverage_and_confectionary,30049062,12%,0%,0,1,1
JAMAAL GHOTA 100 GM ,Local brand,beverage_and_confectionary,30049062,12%,0%,0,1,1
JAMAL GHOTA 10 GM ,Local brand,beverage_and_confectionary,30049062,12%,0%,0,1,1
MEETHI PATTI 100 GM ,Local brand,stationery_office_supply,9608,12%,0%,0,1,1
LEMON GLASS 50 GM ,Local brand,beverage_and_confectionary,3004,12%,0%,0,1,1
GREEN COFFEE KE BEEJ 50 GM ,Local brand,beverage_and_confectionary,21011120,18%,0%,0,1,1
HALDIRAMS MINUTE KHANA VEGETABLE BRIYANI INSTANT MIX 70 GM ,Haldiram,processed_food,21069080,18%,0%,0,1,1
HALDIRAMS MINUTE KHANA CHOLEY CHAWAL INSTANT MIX 105 GM ,Haldiram,processed_food,21069080,18%,0%,0,1,1
HALDIRAMS DOSA INSTANT MIX 200 GM ,Haldiram,processed_food,21069080,18%,0%,0,1,1
HALDIRAMS COOKIE HEAVEN JEERA COOKIES 150 GM ,Haldiram,processed_food,19053100,18%,0%,0,1,1
HALDIRAMS MINUTE KHANA PAV BHAJI INSTANT MIX 300 GM ,Haldiram,processed_food,21069080,18%,0%,0,1,1
HALDIRAMS COOKIE HEAVEN BADAM PISTA COOKIES  200 GM ,Haldiram,processed_food,19053100,18%,0%,0,1,1
HALDIRAMS COOKIE HEAVEN BADAM COOKIES 200 GM ,Haldiram,processed_food,19053100,18%,0%,0,1,1
JOSHANDA 50 GM ,Local brand,beverage_and_confectionary,30049062,12%,0%,0,1,1
JELLY BELLY BIG ,Local brand,beverage_and_confectionary,17049020,12%,0%,0,1,1
JELLY BELLY SMALL ,Local brand,beverage_and_confectionary,17049020,12%,0%,0,1,1
KILO 100 ML ,Local brand,beverage_and_confectionary,30049062,12%,0%,0,1,1
KILO 1000 ML ,Local brand,beverage_and_confectionary,30049062,12%,0%,0,1,1
KILO 500 ML ,Local brand,beverage_and_confectionary,30049062,12%,0%,0,1,1
MAGGI 2-MIN NDLS Chicken 71 gm,Nestle,processed_food,19023010,12%,0%,0,96,1
MAGGI 2-MIN NDLS Chicken 284g,Nestle,processed_food,19023010,12%,0%,0,24,1
minute maid mixed fruit juice 150ml,Cocacola,beverage_and_confectionary,22021010,12%,0%,0,1,1
"Haldiram Dry Fruit Patisa Classic Indian, 400 gm",Haldiram,processed_food,21069099,5%,0%,0,1,1
Center Fruit Strawberry Flavour,Perfetti Van Melle,beverage_and_confectionary,17049020,12%,0%,0,1,1
Center Fruit Watermelon Flavour,Perfetti Van Melle,beverage_and_confectionary,17049020,12%,0%,0,1,1
Hajmola Coco Cola 120 Tablets,Hajmola,beverage_and_confectionary,3004,12%,0%,0,1,1
Mahak Jelly Belly Fruit Jel Pineapple 50 G,Local brand,beverage_and_confectionary,17049010,12%,0%,0,1,1
Mahak Jelly Belly Fruit Jel Pineapple 75 G,Local brand,beverage_and_confectionary,17049010,12%,0%,0,1,1
Mentos With Fruit Content,Perfetti Van Melle,beverage_and_confectionary,17049010,12%,0%,0,1,1
Tic Tac Saunf Flavour 3.8 G,Local brand,beverage_and_confectionary,17049030,12%,0%,0,1,1
Act II Dite Popcorn 80 gm,Act II,processed_food,1904,12%,0%,0,72,1
PAHADI GOKHRU 50 GM ,Local brand,beverage_and_confectionary,30049011,12%,0%,0,1,1
PRIYAGOLD ECLAIRS 225 GM ,Priyagold,beverage_and_confectionary,17049030,18%,0%,0,1,1
"Britannia Treat Wafers Vanilla, 75 gm",Britannia,processed_food,19053219,18%,0%,0,48,12
SANAAYE 50 GM ,Local brand,staple_and_grocery,910,5%,0%,0,1,1
"Priyagold Assorted Biscuits, 1.5 kg with 100 gm Free",Priyagold,processed_food,19053100,18%,0%,0,8,1
"Priyagold Premium Golden, 1.5 kg",Priyagold,processed_food,19053100,18%,0%,0,8,1
"Priyagold Assorted Butter Bite Collections, 800 gm",Priyagold,processed_food,19053100,18%,0%,0,12,1
"Priyagold Assorted Biscuits, 1 kg with 340 gm",Priyagold,processed_food,19053100,18%,0%,0,10,1
"Priyagold Assorted Cream Collections, 920 gm",Priyagold,processed_food,19053100,18%,0%,0,12,1
"Priyagold Assorted Biscuits, 850 gm",Priyagold,processed_food,19053100,18%,0%,0,12,1
"Priyagold Assorted Italiano Cookies Collections, 600 gm",Priyagold,processed_food,19053100,18%,0%,0,12,2
TOO YUMM CHILLI CHATAKA 82GM,Too Yumm,processed_food,2106,12%,0%,0,1,1
TOO YUMM MULTIGRAIN DAHI PAPDI CHAT 82GM,Too Yumm,processed_food,2106,12%,0%,0,1,1
TOO YUMM SOUR CREAM AND ONION 82GM,Too Yumm,processed_food,2106,12%,0%,0,1,1
Maggi rich tomato ketchup 200 g,Nestle,processed_food,2103,12%,0%,0,1,1
Mc vitie's digestive minis 32.5 g,McVities,processed_food,19019090,18%,0%,0,1,1
Mc vitie's digestive minis 61.75 g,McVities,processed_food,19019090,18%,0%,0,1,1
Patanjali butter cookies 40 g,Patanjali,processed_food,19019090,18%,0%,0,1,1
Shyam hing jeera chana 250 gm,Local brand,processed_food,21069099,12%,0%,0,1,1
Shyam khurja mixture 500 gm,Local brand,processed_food,21069099,12%,0%,0,1,1
Shyam namkeen aloo bhujia 450 gm,Local brand,processed_food,21069099,12%,0%,0,1,1
Shyam namkeen Gujarati mixture 500 gm,Local brand,processed_food,21069099,12%,0%,0,1,1
Shyam namkeen gujarati plan bhujia 500 gm,Local brand,processed_food,21069099,12%,0%,0,1,1
Shyam namkeen halka fulka 500 gm,Local brand,processed_food,21069099,12%,0%,0,1,1
Shyam namkeen halka fulka masala 450 gm,Local brand,processed_food,21069099,12%,0%,0,1,1
