Warehouse ID,Product Name,SKU,Expiry Date,Bin ID,Normal Quantity,Damaged Quantity,Expired Quantity,Missing Quantity
34426,Veet Hair Removal Cream for Dry Skin ,HPCHPCVET00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Godrej No.1 Jasmine  and Milk cream Soap, 100g (Pack of 4)",HPCHPCGNO00000004,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Godrej Expert  Natural Brown,BTSBDCGEX00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Vaseline Cocoa Glow,HPCHPCVAS00000023,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Dove Daily Shine Therapy Shampoo, 80 ml",SHMHARDOV00000005,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Fair & Lovely Is Now Glow & Lovely Face Wash,HPCHPCFAL00000029,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Pampers Pants Large, 2Pc",PCRPCRPAM00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Gillette guard,HPCHPCGIL00000028,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,LIFEBUOY HANDWASH TOTAL10 80ML,HFWBDCLIF00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Vaseline Body Lotion Total Moisture 200 ml,BCGBDCVAS00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Himalaya Neem & Turmeric Soap, 75 gm",HPCHPCHIM00000058,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Colgate Plax Peppermint Fresh, 250ml",THPDCRCOL00000025,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Dettol Liquid Handwash Original, 175 ml (Pack of 3)",HPCHPCDET00000037,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Bajaj Almond Drop Hair Oil, 200 ml",PCRPCRBAD00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Gillette Shav Foam Regular 418G,SBCMHGPNG00000006,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Head & Shoulders Smooth & Silky 180 ml,HPCHPCHNS00000004,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,TRES S AND S CONDR 190ML,SHMHARTRE00000007,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,PDS PW FW 100G,HFWBDCPND00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Set Wet Vertical Hold Hair Gel, 100 ml",PCRPCRSWT00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Hair & Care Walnut & Almond Oil 200 Ml,HPCHPCHNC00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Himalaya Lip Balm, 10 gm (24)",BDCHPCHIM00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Himalaya Purifying Neem Face Wash, 150 ml",HPCHPCHIM00000071,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Himalaya Face Wash Purifying Neem 200 ml,HFWBDCHIM00000005,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Colgate  Maxfresh Red Tp, 80G",DACDCRCOL00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Colgate Strong Teeth, 46g",HPCHPCCOL00000014,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Savlon glycerin soap 75gm (Buy 3 get 1 free),BTSBDCSAV00000004,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Pampers Pants Baby Diaper Medium 54P,DPNBGMPAM00000023,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Godrej No.1 Lime and Aloe Vera Soap,100g (Pack of 4)",BTSBDCGNO00000008,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,CL PLS STRG AND LS 340ML,HPCHPCCLI00000006,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Close UP RH AG EF PLUS 150+150G Save Rs. 20,THPDCRCLP00000004,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Parachute Advance Jasmine Hair Oil 90 ml,HROHARPAR00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Himalaya Pure Hands Orange Hand Sanitizer 100Ml,HPCHPCHIM00000232,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Park Avenue Anti Dandruff Shampoo 350Ml,HPCHPCPAR00000034,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Dettol Soap, Skincare, 75 gm",BTSBDCDET00000005,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Bajaj Almond Drops Hair Oil, 300 ml",HROHARBAD00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Vicks Veporub, 5 ml",HPCHPCVIC00000023,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Cinthol Deo Soap 100 gm Pack of 3,BTSBDCCIN00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Dove Shampoo Daily Shine 340 ml,HCOPREDOV00000012,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,LBHW TOTAL10 POUCH 3 185ML,HFWBDCLIF00000009,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,DOVE PINK BAR 100GX3 180 CROSS 155,BTSBDCDOV00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Ponds White Beauty Spot Less Fairness Face Wash 100 Gm,HPCHPCPND00000046,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Vaseline Deep Restore,HPCHPCVAS00000024,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Parachute Advance Jasmine Hair Oil 90 ml,HPCHPCPAR00000052,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Parachute Coconut Oil, 200 ml Easy Jar",HROHARPAR00000006,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Kamasutra Deo Spark 150 ml,PCOSHGKAM00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Gillette Shave Brush,MHGHPCGIL00000011,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Veet Hair Removal Cream for Normal Skin ,HPCHPCVET00000004,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Whisper  Ultra Clean Xl 30N,SCAWHGWSP00000014,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,PANTENE SHMP HAIR FALL CONTROL 180ml,SHMHARPAN00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Johnson And Johnson Baby Cream 50 gm,BGMHPCJNJ00000008,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"JohnsonS Baby Cream, 100 gm",BGMHPCJNJ00000007,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,PEARS OIL CLR CLNS FW 60G,HFWBDCPRS00000005,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Pears Pure & Gentle Soap 75gm + 25 gm Free,BTSBDCPRS00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Ponds Cold Cream Soft Glowing Skin 55Ml,HPCHPCPND00000050,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Livon Serum with free Lakme Face wash, (50ml + 25gm)",HPCHPCLIV00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Himalaya Almond & Rose Soap, 75 gm",HPCHPCHIM00000069,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Himalaya Purifying Neem Face wash, 15 ml",HPCHPCHIM00000048,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Moov Spray 35 ml,PHGHPCMOV00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Colgate  Super Flexi medium SINGLE  toothbrush (12 super flexi +  1 zig,PCRPCRCOL00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Dettol Liquid Handwash Original, 200 ml Free Liquid Handwash, 175 ml",HPCHPCDET00000040,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Dettol Cool Shaving Cream 60g+18gfree_78gm,PCRPCRDET00000016,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Whisper Choice Regular Wings, 20 pcs",WHGHPCWSP00000006,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"JohnsonS Baby Hair Oil, 60 ml",BBOBGMJNJ00000009,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Lux Soft Touch Soap, 100 gm ( Buy 4 Get 1 Free)",BTSBDCLUX00000005,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Pears Pure & Gentle Soap 50 gm With 20% Extra,BTSBDCPRS00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Colgate Active Salt Neem Tp,100 gm",THPDCRCOL00000022,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Gillette guard,HPCHPCGIL00000027,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Pampers Pants Xl 5S,HPCHPCPAM00000036,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"JohnsonS Baby No More Tears Johnson Baby Shampoo, 200 ml",BSPBGMJNJ00000005,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Godrej No.1 Lavender and Milk Cream Soap, 100g (Pack of 4)",BDCHPCGNO00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Godrej Expert  Natural Brown,HGSHARGEX00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,DOVE FRESH MOISTURE SOAP 75GMS,BTSBDCDOV00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Ponds Cold Cream Soft Glowing Skin 200Gm,HPCHPCPND00000049,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,HAMAM SOAP 100G,BTSBDCHAM00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Himalaya Since 1930 Anti Hair Fall Shampoo 200 Ml,SHMHARHIM00000009,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Himalaya Pure Hands Lemon Hand Sanitizer 100Ml,HPCHPCHIM00000231,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Himalaya Protein Hair Cream 100 Ml,HPCHPCHIM00000174,01/01/2024,V2VZ01SR001-0001,500,0,0,0
